id,prediction
372,2529.5808204204413
373,2118.1574028189707
374,1502.0103705285392
375,1248.79239129871
376,1104.0404155050219
377,794.0206985319712
378,405.1614522619149
379,89.2629567228658
380,0.0
381,0.0
382,0.0
383,0.0
384,0.0
385,0.0
386,32.79572734967019
387,105.37035105282706
388,238.33467257605594
389,482.16354931819467
390,537.384586467277
391,814.2553459081962
392,1047.2594425655006
393,1518.106199458808
394,1503.6972286076632
395,1786.3173776586887
396,2117.282553187111
397,2009.31222609341
398,1747.0807035007908
399,1183.3079772371088
400,995.4714405415854
401,763.2130472583497
402,495.98218111738527
403,264.1176981623428
404,65.49386335670664
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,112.3471439162305
411,320.7697907290714
412,892.2470599888695
413,2012.0192294118242
414,3120.450928473833
415,4173.2539932304
416,4782.584101124261
417,5035.276015175763
418,4975.527828636468
419,4608.375312521052
420,4628.161971171063
421,4264.6988436564425
422,3653.3381049616746
423,2927.864897110163
424,2042.0415838644403
425,1293.7113793810522
426,582.0199811591928
427,290.2833705204043
428,128.8022932002928
429,0.0
430,0.0
431,0.0
432,0.0
433,0.0
434,155.92267929199005
435,394.4262215623904
436,793.2614446134521
437,1375.2155085720372
438,2228.9448307167245
439,2888.027544752955
440,3871.6548548936
441,4247.799364755048
442,3862.1114968872284
443,3082.43889790116
444,2020.7759086347216
445,1311.709000214708
446,1109.3235095455943
447,1180.8410746794398
448,1413.0638964940701
449,845.2244608982262
450,336.8655745287056
451,154.09052599751533
452,41.42326685298548
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,75.43980642942654
459,180.59817540607963
460,479.7215051584072
461,950.4420678092711
462,2133.4791630437835
463,3109.1375779603777
464,3906.78713930872
465,4088.671829170332
466,3770.770677090746
467,4275.529920407858
468,4222.915807673178
469,3979.8582905445846
470,3479.971191532068
471,2795.100682737785
472,1950.8320423713822
473,1256.9640611589327
474,588.4348894640091
475,293.95427585725326
476,114.01196356897441
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,93.20167047520329
483,296.10789117386645
484,699.4860984556401
485,1538.3757828377497
486,2305.344603548373
487,3343.3164389240565
488,4446.286159499307
489,4776.114276764852
490,4866.01634118794
491,4847.967872475694
492,4540.674104122954
493,4060.896212062262
494,3503.8872845958044
495,2770.1375054933224
496,1947.0530588902336
497,1263.8802610028667
498,575.3465851710486
499,310.79194059779775
500,120.71831351825114
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,136.5740404129977
507,334.0710010338728
508,749.969512097053
509,1495.4224117861563
510,2146.797385292828
511,3452.8489073624123
512,4309.092035437363
513,4570.8896956308345
514,4821.926014392483
515,3656.714386189432
516,3023.609928226555
517,3447.6185532069258
518,2697.054971900071
519,1658.5633045725785
520,1253.4233343930148
521,747.4727879900106
522,413.4266657954435
523,210.4725675687061
524,78.70177943694404
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,46.607444138061396
531,124.24775255282407
532,275.0727789522673
533,525.8712793682425
534,820.9340088502753
535,1197.967904073304
536,1216.8355669269272
537,847.8470082584181
538,1409.8339367216677
539,2824.677462136994
540,3264.7313172388735
541,3352.7005452854164
542,3122.467820415907
543,2546.417176699686
544,1433.3418170637783
545,1019.2892340595434
546,440.14415708467243
547,242.58078577950738
548,119.94686998367081
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,95.10009736852197
556,114.29205617555817
557,169.24413374626891
558,254.30363893747773
559,654.2897230079205
560,1196.130400981201
561,1450.3957324000592
562,1459.965674307186
563,1327.8092447942654
564,1174.7052011856326
565,1235.8598092097743
566,2021.987037766948
567,2202.166183260531
568,1681.6446639553271
569,767.120694819488
570,435.99931264423503
571,164.23042057291485
572,43.88602050128259
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,122.825812009618
579,292.75809777023716
580,727.9693071412237
581,1616.8580082389492
582,2659.077384656128
583,3769.2308306885357
584,4480.415375549595
585,4583.723212842377
586,4741.979594223573
587,4678.586168795945
588,3828.4890218343944
589,2908.6409378718217
590,2621.6844865740545
591,1848.5025117095897
592,1390.004782832622
593,835.4870736813598
594,256.2182854354046
595,124.46902798128161
596,83.90509535629587
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,98.1165942926437
603,272.6968168453298
604,655.8843198276718
605,1477.110833937047
606,2500.0273888963657
607,3861.2693022785165
608,4594.543325182171
609,4694.092196489964
610,4771.072047559192
611,4730.903225945807
612,4401.336962362935
613,3927.058930525978
614,3050.819131257048
615,2106.496540032036
616,1345.6693376901894
617,838.9053279180205
618,498.85646143602116
619,258.53002721008875
620,90.09043223402233
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,84.9851360101701
627,250.69130209284225
628,392.58054224642314
629,617.2706772891536
630,641.8917809123817
631,944.9878998276982
632,1027.3130207567156
633,1286.9305018149093
634,1808.111081347667
635,1205.3218919466792
636,1130.7761083525486
637,1229.3808547298972
638,1111.2058493935035
639,1046.0656891558451
640,642.7275042477112
641,361.52778128942765
642,191.2765418566554
643,73.07065125639821
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,51.750128780694126
652,102.18498505548024
653,213.20951093090383
654,305.7945796880947
655,556.2585019454738
656,534.7042345101066
657,483.78262511059916
658,466.91148721073205
659,501.23794562614296
660,619.7227927819209
661,814.3776118344244
662,851.3357638860226
663,721.977201340409
664,617.2066101782287
665,482.9870707043742
666,279.4802641950359
667,120.88078633113872
668,29.35622081008995
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,166.62722328100648
675,296.0450835378139
676,695.2126862390859
677,1286.0622185520583
678,1809.4935264258593
679,2395.539494815817
680,3176.598170680242
681,3762.0264093930946
682,3960.3472902797857
683,3833.433295816498
684,3094.911026785435
685,3304.438076341309
686,2455.712336669924
687,1632.6611632240101
688,959.1863187208276
689,672.2190631382373
690,389.96045629091157
691,251.42980187370318
692,55.199029442597066
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,84.09871760274171
699,208.18707563644944
700,370.0704422056715
701,387.9461245716843
702,344.97389210708184
703,665.1178126944019
704,1531.8304931919845
705,2093.5583435010676
706,2698.1756990774957
707,2992.811786081088
708,3055.807152685721
709,2611.2483135958278
710,1742.9163604013913
711,1497.9082632378922
712,920.1721899086695
713,586.2015831773313
714,374.8083802381019
715,199.28808243294122
716,93.82366605831083
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,52.18094691702719
725,132.0755153716758
726,255.53236462513777
727,412.0324843875255
728,468.6382633659381
729,471.54268962628527
730,511.8560426215382
731,569.2177659340439
732,501.11635174310527
733,484.9350618478153
734,443.1737402564694
735,301.98914330520654
736,209.74673242376633
737,113.22631246871585
738,47.65348937671053
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,20.993203113909985
748,101.618565271985
749,179.78430581642863
750,290.4876950737567
751,427.2083326234109
752,595.6928081929868
753,702.032873849804
754,768.4388398031272
755,755.9855381842773
756,761.0971475399662
757,717.8353315253689
758,606.2422429068862
759,432.6123022406531
760,284.416231921164
761,161.9951828733814
762,73.94325095554592
763,20.967585424829437
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,40.92185037811872
772,128.72503692160757
773,251.7731406069404
774,439.41871433662436
775,625.1857452281452
776,750.7224226372423
777,853.7695850768836
778,941.7952034795172
779,901.7259547259147
780,862.7654864214943
781,779.567109424978
782,596.3614636971233
783,423.16120375330195
784,244.61968750993287
785,154.67674651610747
786,71.22665744804459
787,24.979101192130713
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,24.082569543252504
796,96.24623287068776
797,236.92216126113087
798,441.7738217256675
799,580.2565158787269
800,701.072248651157
801,608.9775004125256
802,659.2232209954757
803,655.2493778201954
804,719.2681368793064
805,607.908510205559
806,647.509414996282
807,508.900953721111
808,338.50285844746907
809,178.31672240664884
810,79.43025040935444
811,25.533018651724618
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,48.70452782077605
820,123.16741230735485
821,258.39461401870574
822,430.7134667280463
823,604.8072978567334
824,772.7820457012318
825,838.9690003251219
826,923.227043097836
827,956.4068446476225
828,901.3188388701402
829,794.4806034313535
830,668.8619278750764
831,525.7407800169497
832,339.96722987864445
833,196.84661661305475
834,102.6816888091264
835,42.490585941803445
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,12.48941286610517
843,55.102287697201234
844,145.90290313678142
845,300.584683360443
846,442.9625290395874
847,655.4812340354388
848,735.9300789538192
849,809.0385422599112
850,795.8527443091134
851,743.0029122063345
852,697.775017304248
853,705.9884936256574
854,632.5249343810611
855,488.15548686916986
856,325.6556900028249
857,202.43722535050992
858,105.90359280077408
859,41.758610515038185
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,14.043490345204305
867,56.30419855626731
868,145.0100829949788
869,295.66458888213555
870,486.1925967467072
871,696.3073585068548
872,814.4949905638861
873,882.133817269076
874,827.7040976143461
875,874.0701068487083
876,792.8830433739927
877,729.5668038077017
878,638.8002720226652
879,464.85436450610916
880,291.8426848426164
881,184.16368005813746
882,100.92552166755956
883,30.958821466427523
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,10.64955463663837
892,26.3935580338115
893,40.064045707014024
894,72.6405995093154
895,127.52802049766866
896,159.9967918428976
897,191.02074509830248
898,211.82935910335243
899,321.36152955224946
900,404.8369103926105
901,493.98865956326557
902,431.28863362423596
903,342.0475381901951
904,265.2831196984662
905,159.37873059560792
906,76.94044401904532
907,26.730488506161393
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,13.052335015302617
915,34.37082184828093
916,83.2769980694234
917,151.40876715278836
918,288.8059558056358
919,408.83454360046613
920,387.03691180398727
921,444.66395875120224
922,547.8969116861838
923,526.0797775043304
924,575.3260369588054
925,558.6363205471168
926,452.0848404324175
927,320.58895651375514
928,175.23367575482843
929,108.97288451588541
930,52.22336459556454
931,17.84885727658559
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,22.206573733801093
940,32.562096243767854
941,58.10159304993038
942,175.33955717438295
943,274.83856305708855
944,383.3053861930259
945,439.46903114160204
946,368.9125822087445
947,385.6978985352696
948,282.7256191352051
949,233.4866218139901
950,229.74005796826708
951,187.46295851397605
952,121.66433377371726
953,72.48201573272078
954,50.194440249594564
955,17.248064730430258
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,26.611878653257662
964,62.13478848718568
965,163.42551443634972
966,264.1496319460715
967,392.40485277244005
968,437.34991366889096
969,304.15900573590943
970,309.48412694511865
971,369.6308611782482
972,447.73316725546556
973,496.23876160068727
974,458.3755213370087
975,343.2231978281619
976,256.19318983720063
977,168.58054933660657
978,100.01105874335168
979,36.053918847175495
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,13.010491284902358
987,35.38135304844681
988,82.83491366700619
989,179.74943391972522
990,235.60881721531774
991,307.12008449201295
992,370.06126245181366
993,422.24774809115956
994,416.50424628801653
995,444.78091596601183
996,421.2272955540396
997,319.67727063468664
998,309.14211791105123
999,209.51149548998455
1000,167.1797056399156
1001,94.40359023746049
1002,50.392277704104
1003,17.923951916161997
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,16.58821081981803
1011,43.13111411974948
1012,102.08303834703318
1013,203.63100560851393
1014,296.3536900665682
1015,398.64413246862927
1016,442.6759015894572
1017,550.9052434892728
1018,504.40238313171346
1019,473.5866080145772
1020,471.05864669914604
1021,486.6325088425714
1022,445.75105229421416
1023,346.3351116813322
1024,242.21740393637026
1025,161.36822013668973
1026,95.20915594366286
1027,42.04280246265702
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,12.983149857261523
1035,46.69692065111266
1036,120.29174496020967
1037,203.2251601450443
1038,300.0449515550564
1039,378.4104397790827
1040,476.199950115198
1041,570.8032687286296
1042,623.4359058559651
1043,558.5841521708719
1044,520.218417517086
1045,409.91637511779004
1046,341.4808027658862
1047,212.724066317386
1048,160.06529098498743
1049,94.87029830867456
1050,50.12224681094727
1051,24.15522219319368
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,21.60790864723174
1060,59.439914188509356
1061,127.25508108145348
1062,181.22107679559372
1063,224.18227440915715
1064,264.8329006288821
1065,385.71501434960834
1066,382.27659505897384
1067,454.3277933158878
1068,403.8343445970935
1069,347.22412651008847
1070,348.8025808623207
1071,295.69913368765543
1072,206.59086296947936
1073,120.21967268188442
1074,64.05118389226304
1075,35.642596564686414
1076,10.80463029410872
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,33.808991582721234
1084,79.94207988228007
1085,124.46060979042183
1086,194.6138666354404
1087,273.59446903039714
1088,377.5472412533792
1089,472.2934526416424
1090,473.285857769231
1091,487.27741210950506
1092,504.8622694470913
1093,465.8805835813058
1094,328.1647733890019
1095,271.00374850391347
1096,230.01264373555858
1097,168.8197520176054
1098,97.14985131166813
1099,27.23583767109548
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,25.965572451480412
1108,58.31737125347933
1109,112.008052612858
1110,147.4713746478484
1111,198.1975509990226
1112,251.3361118712174
1113,343.22952041008466
1114,356.2623965982043
1115,425.4498852700517
1116,476.54196129645607
1117,441.31826038304416
1118,378.4848484541359
1119,270.33004003486747
1120,236.44733197639295
1121,175.8815198085845
1122,111.68837039058089
1123,51.96500977035975
1124,13.579759969756566
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,21.922519683499715
1131,78.39136639594204
1132,193.83084145054875
1133,387.7555794938163
1134,569.7457447966743
1135,785.199457437004
1136,913.9364596047301
1137,986.7542452890349
1138,990.887634180633
1139,953.5655552137041
1140,977.5715094102118
1141,914.4924069138406
1142,755.8184666836903
1143,584.6977489941881
1144,419.43407814654694
1145,269.5908903166344
1146,154.4752764327767
1147,70.53833946772593
1148,23.000144380294714
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,29.64096209579813
1155,100.09787777011447
1156,190.26781762637987
1157,295.69308378799906
1158,435.22297496652425
1159,574.6662560448086
1160,722.7852648386101
1161,837.2049233551088
1162,805.8104308321929
1163,619.6939682852814
1164,436.55373277454714
1165,322.9121237870425
1166,258.4455636852936
1167,296.5884727795381
1168,300.23866077915835
1169,181.99105822145575
1170,91.19108967838498
1171,33.96136236885239
1172,12.24538477505456
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,13.935272468780312
1179,46.75166085018174
1180,116.10172676604529
1181,240.71133109870848
1182,459.40753048193875
1183,579.9114632353052
1184,716.9507205111963
1185,788.6671643071154
1186,793.2953869497883
1187,881.2277172150847
1188,905.4966199277424
1189,839.2684887218726
1190,751.7123593870159
1191,583.6816887128964
1192,418.69231356974785
1193,270.83888555387415
1194,163.9152899695111
1195,69.3735961355516
1196,21.37099660707402
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,33.50027690561741
1203,98.99051823341958
1204,207.0802908242371
1205,357.54851444799186
1206,502.4047541102811
1207,666.0893720868447
1208,828.8891478020612
1209,926.3629304089894
1210,958.6484190891721
1211,963.6339933376264
1212,916.7863995357766
1213,864.3537875139575
1214,726.7891856236672
1215,564.5184759274913
1216,409.3811827178548
1217,252.57417469727562
1218,145.84776538824445
1219,68.6731175300148
1220,21.53974815584688
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,26.50592774794356
1227,101.97900679801053
1228,199.17787637938352
1229,314.36044914782553
1230,448.92762895374017
1231,648.4737807523129
1232,787.4564338544975
1233,846.5600144064874
1234,895.0699545826624
1235,738.6001159851683
1236,636.6425725752516
1237,711.1583284513971
1238,542.3969362517576
1239,386.39036064540346
1240,289.9470744850637
1241,180.10164920400447
1242,98.64000546046478
1243,53.87175637269608
1244,17.51705362377082
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,12.088995184978174
1251,34.558736438294574
1252,69.46813279165053
1253,130.81894864030807
1254,203.91766754536442
1255,278.54909752604357
1256,267.35131171769655
1257,202.28665056047947
1258,346.80150048008824
1259,622.2701763045251
1260,737.8798258236965
1261,742.0844655333012
1262,653.1170986103648
1263,495.32029838541814
1264,325.75045461242814
1265,214.93249821332842
1266,107.42243780085069
1267,49.30822177782725
1268,16.13618959879652
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,25.047615744302036
1276,30.90996995632154
1277,49.36907143980192
1278,94.75039902598405
1279,182.77222426060587
1280,331.18266086792596
1281,338.6123204620251
1282,381.8844535845385
1283,372.86956696855697
1284,333.9409226081144
1285,346.43439784851887
1286,445.3448771319129
1287,485.68513134473096
1288,358.3197461238045
1289,186.43526803547314
1290,92.8001697288635
1291,36.97708748426437
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,29.47546322284788
1299,71.04193421327807
1300,175.36137451676967
1301,299.8704961036487
1302,458.9746299007053
1303,622.5393912636355
1304,739.3123029840642
1305,794.9442252880108
1306,862.0792309938365
1307,860.2321891840976
1308,756.8857977795599
1309,645.927547468008
1310,563.9122627812181
1311,417.33554719912604
1312,276.7828237731991
1313,160.10087518522346
1314,82.15241931206552
1315,38.74098755050334
1316,12.897089439901563
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,21.55394685195492
1323,79.91278028552154
1324,160.40913660712343
1325,287.3238895684793
1326,448.3793592003177
1327,634.5045985136016
1328,781.4443474984362
1329,830.8499265159261
1330,878.5304412010853
1331,888.5578971605453
1332,838.0143976178117
1333,753.5781605327338
1334,607.0788416797367
1335,439.8655621540504
1336,290.911413826039
1337,180.57791317009892
1338,121.74433642843563
1339,69.49748007163348
1340,17.95286967461233
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,24.03558668083751
1347,71.25858515296383
1348,108.73663412302164
1349,176.2995265990847
1350,186.80031920454604
1351,242.55786514358792
1352,287.68489015399615
1353,320.17904075364436
1354,447.91549010988876
1355,371.1739220708694
1356,349.63467465702115
1357,378.7971976253401
1358,302.25819107659
1359,241.06745298080526
1360,160.4887098439517
1361,99.6125922496393
1362,48.66110236311344
1363,18.650242145424613
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,10.507817077028179
1371,16.499576794135336
1372,30.121727698276345
1373,56.75264336123741
1374,86.67299641725012
1375,157.79306273831008
1376,163.87302944972305
1377,144.27413712141652
1378,149.38933820206233
1379,163.58486481084367
1380,189.88758114430334
1381,225.07130644835473
1382,224.93274795592004
1383,192.665676005993
1384,150.68464901025214
1385,113.83964706280929
1386,72.601081835647
1387,31.835631589719725
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,29.29932654289543
1395,72.81649942036684
1396,161.320052964495
1397,260.33853270417734
1398,279.13522483097097
1399,397.7195683608556
1400,595.2123849307305
1401,758.8813298180635
1402,809.1550461160488
1403,797.0277726850823
1404,705.1767202097699
1405,656.3052951478995
1406,425.48114554259166
1407,282.7329433871887
1408,195.32927621939422
1409,158.04943149570542
1410,104.52016093977618
1411,53.64842172428533
1412,25.47086023528881
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,13.199227484672122
1419,41.12934567529207
1420,87.49069389397538
1421,98.81942484052081
1422,113.14562234780038
1423,152.4912030467501
1424,281.585969331003
1425,393.6924285761164
1426,517.7552890806671
1427,567.0705199634456
1428,567.3809248255133
1429,491.51573534384966
1430,334.8214027643321
1431,313.20831430838706
1432,220.4832542029096
1433,141.2074500926537
1434,93.43409929170366
1435,47.07164620321192
1436,16.612130772232206
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,16.51673012167251
1445,53.07054286632844
1446,130.18595356692998
1447,266.1929154598221
1448,350.6895399575643
1449,373.4004354435208
1450,395.6300407067912
1451,453.4908697777166
1452,295.0918993369253
1453,333.7448138475286
1454,381.5906931487711
1455,277.1528573951822
1456,218.19940579796338
1457,162.52048172582636
1458,95.45058233797367
1459,16.920516967773438
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,31.248415871187895
1469,80.73491915116696
1470,146.18977347806293
1471,265.04456033535314
1472,434.42951256985737
1473,528.4029628153733
1474,596.4308882563012
1475,608.1100064067961
1476,638.353481132848
1477,604.3687617058906
1478,558.775111562911
1479,457.1103452189336
1480,351.0976806671123
1481,221.54485965487282
1482,126.65686445208848
